CustomerID,Gender,Age,Location,Monthly Income (kRs),Spending Score (%),Product line,Payment,Rating
535,Male,58,Safdarjung Enclave,32,34,Food and beverages,Ewallet,8.4
536,Male,57,Vasant Kunj,72,71,Home and lifestyle,Ewallet,6.2
537,Female,56,Safdarjung Enclave,15,5,Home and lifestyle,Ewallet,7.4
538,Female,55,Malviya Nagar,73,88,Fashion accessories,Credit card,5
539,Female,54,Vasant Kunj,73,7,Home and lifestyle,Ewallet,6.9
540,Female,53,Vasant Kunj,73,73,Fashion accessories,Credit card,4.9
541,Male,52,Safdarjung Enclave,12,10,Food and beverages,Ewallet,5.1
542,Female,51,Vasant Kunj,74,72,Home and lifestyle,Ewallet,9.1
543,Female,50,Safdarjung Enclave,75,5,Health and beauty,Credit card,7.1
544,Male,41,Malviya Nagar,75,93,Sports and travel,Credit card,5
545,Female,42,Safdarjung Enclave,76,40,Electronic accessories,Credit card,5.5
546,Female,43,Malviya Nagar,76,87,Food and beverages,Credit card,9.2
547,Female,44,Malviya Nagar,25,12,Home and lifestyle,Ewallet,4.9
548,Female,45,Vasant Kunj,77,97,Fashion accessories,Ewallet,8.9
549,Male,46,Vasant Kunj,77,36,Sports and travel,Credit card,6
550,Male,47,Malviya Nagar,77,74,Sports and travel,Cash,4.2
551,Female,48,Vasant Kunj,78,22,Electronic accessories,Cash,7.3
552,Female,49,Malviya Nagar,78,90,Fashion accessories,Ewallet,6.5
553,Male,50,Malviya Nagar,78,17,Fashion accessories,Cash,8.9
554,Female,49,Malviya Nagar,78,88,Health and beauty,Cash,9.7
555,Male,48,Safdarjung Enclave,78,20,Electronic accessories,Credit card,8.6
556,Male,47,Vasant Kunj,78,76,Electronic accessories,Cash,6.9
557,Female,46,Malviya Nagar,78,16,Home and lifestyle,Credit card,7.7
558,Female,45,Malviya Nagar,78,89,Fashion accessories,Cash,9.5
559,Female,44,Safdarjung Enclave,78,1,Food and beverages,Ewallet,4.5
560,Male,43,Vasant Kunj,78,78,Food and beverages,Ewallet,5.6
561,Female,42,Vasant Kunj,78,40,Home and lifestyle,Ewallet,8.2
562,Female,41,Malviya Nagar,78,73,Electronic accessories,Cash,7.3
563,Male,40,Safdarjung Enclave,79,35,Food and beverages,Credit card,4.4
564,Female,51,Malviya Nagar,79,83,Electronic accessories,Ewallet,5.7
565,Female,52,Vasant Kunj,14,5,Electronic accessories,Ewallet,5
566,Male,53,Malviya Nagar,81,93,Fashion accessories,Cash,9
567,Female,54,Vasant Kunj,85,26,Food and beverages,Credit card,6.3
568,Female,55,Safdarjung Enclave,85,75,Sports and travel,Credit card,9.4
569,Female,56,Vasant Kunj,86,20,Fashion accessories,Cash,7.7
570,Male,57,Malviya Nagar,86,95,Fashion accessories,Credit card,5.5
571,Male,58,Safdarjung Enclave,87,27,Sports and travel,Ewallet,4.1
572,Male,59,Malviya Nagar,87,63,Home and lifestyle,Credit card,7.6
573,Female,60,Malviya Nagar,87,13,Sports and travel,Cash,8.6
574,Female,39,Vasant Kunj,87,75,Food and beverages,Ewallet,8.3
575,Male,38,Malviya Nagar,87,10,Food and beverages,Credit card,8.1
576,,37,Vasant Kunj,87,92,Sports and travel,Credit card,8.6
577,Male,36,Malviya Nagar,88,13,Fashion accessories,Ewallet,6.3
578,Male,35,Malviya Nagar,88,86,Food and beverages,Cash,5.8
579,Female,34,Safdarjung Enclave,88,15,Food and beverages,Ewallet,6.2
580,Female,33,Vasant Kunj,88,69,Health and beauty,Cash,7.7
581,Female,32,Malviya Nagar,93,14,Health and beauty,Ewallet,8.1
582,Male,31,Safdarjung Enclave,93,90,Food and beverages,Cash,7.3
583,Male,30,Vasant Kunj,97,32,Health and beauty,Cash,8.4
584,Female,61,Safdarjung Enclave,97,86,Fashion accessories,Credit card,8
585,Female,62,Malviya Nagar,98,15,Fashion accessories,Credit card,9.5
586,Male,63,Malviya Nagar,98,88,Sports and travel,Ewallet,7
587,Male,64,Vasant Kunj,99,39,Health and beauty,Credit card,9.8
588,Male,65,Vasant Kunj,99,97,Food and beverages,Cash,9.2
589,Female,66,Vasant Kunj,101,24,Sports and travel,Ewallet,7.7
590,Male,67,Safdarjung Enclave,101,68,Fashion accessories,Cash,5.3
591,Male,68,Vasant Kunj,103,17,Health and beauty,Cash,4.4
592,Male,69,Safdarjung Enclave,103,85,Health and beauty,Credit card,4.3
593,Female,70,Safdarjung Enclave,103,23,Home and lifestyle,Ewallet,9.4
594,Female,29,Vasant Kunj,60,69,Sports and travel,Cash,9.8
595,Female,28,Vasant Kunj,58,8,Sports and travel,Ewallet,4.8
596,Female,27,Malviya Nagar,113,91,Sports and travel,Cash,5.3
597,Male,26,Malviya Nagar,50,16,Health and beauty,Credit card,8.7
598,Male,25,Vasant Kunj,73,79,Food and beverages,Credit card,9.5
599,Male,24,Safdarjung Enclave,30,28,Sports and travel,Ewallet,5.3
600,Male,23,Safdarjung Enclave,24,74,Fashion accessories,Cash,9.2
601,Female,22,Vasant Kunj,25,18,Home and lifestyle,Ewallet,9.6
602,Male,21,Safdarjung Enclave,15,83,Electronic accessories,Ewallet,6.4
603,Female,20,Safdarjung Enclave,15,76,Fashion accessories,Credit card,4.5
604,Female,19,Safdarjung Enclave,13,39,Food and beverages,Ewallet,6.9
605,Female,18,Malviya Nagar,14,81,Sports and travel,Ewallet,7.8
606,Male,71,Safdarjung Enclave,14,6,Fashion accessories,Cash,4.5
607,Female,66,Malviya Nagar,15,77,Home and lifestyle,Cash,8.6
608,Male,65,Vasant Kunj,17,40,Fashion accessories,Ewallet,5.2
609,Female,64,Safdarjung Enclave,14,76,Food and beverages,Credit card,6.4
610,Male,63,Vasant Kunj,18,70,Fashion accessories,Ewallet,5.2
611,Female,62,Malviya Nagar,16,94,Food and beverages,Ewallet,8.9
612,Female,61,Vasant Kunj,19,3,Electronic accessories,Credit card,6.2
613,Male,60,Safdarjung Enclave,19,72,Food and beverages,Cash,6.7
614,Female,31,Malviya Nagar,19,14,Fashion accessories,Cash,7.2
615,Male,32,Safdarjung Enclave,19,90,Sports and travel,Credit card,9
616,Male,33,Vasant Kunj,20,15,Food and beverages,Ewallet,4.2
617,Male,34,Vasant Kunj,20,77,Sports and travel,Ewallet,4.2
618,Male,35,Malviya Nagar,20,13,Sports and travel,Cash,6.9
619,Female,36,Safdarjung Enclave,13,79,Electronic accessories,Ewallet,4.4
620,Female,37,Vasant Kunj,21,35,Food and beverages,Credit card,4
621,Female,38,Safdarjung Enclave,15,66,Fashion accessories,Ewallet,8.5
622,Female,39,Vasant Kunj,23,29,Food and beverages,Credit card,9.2
623,Female,40,Vasant Kunj,23,98,Food and beverages,Cash,9.8
624,Female,59,Malviya Nagar,24,35,Home and lifestyle,Credit card,4.9
625,Female,58,Malviya Nagar,24,73,Fashion accessories,Credit card,4.4
626,Female,57,Malviya Nagar,25,5,Fashion accessories,Cash,6.8
627,Male,56,Malviya Nagar,25,73,Food and beverages,Cash,9.1
628,Male,55,Vasant Kunj,28,14,Sports and travel,Ewallet,8.7
629,Male,54,Malviya Nagar,28,82,Health and beauty,Cash,5
630,Male,53,Vasant Kunj,28,32,Home and lifestyle,Ewallet,7.5
631,Female,52,Vasant Kunj,28,61,Fashion accessories,Credit card,8.2
632,Female,51,Vasant Kunj,29,31,Sports and travel,Credit card,6.7
633,Female,50,Vasant Kunj,16,87,Electronic accessories,Ewallet,5.4
634,Male,41,Vasant Kunj,30,4,Food and beverages,Credit card,7
635,Female,42,Malviya Nagar,16,73,Home and lifestyle,Ewallet,4.7
636,Female,43,Malviya Nagar,33,4,Food and beverages,Credit card,5
637,Male,44,Malviya Nagar,10,92,Health and beauty,Credit card,5
638,Male,45,Vasant Kunj,33,14,Health and beauty,Credit card,6
639,Female,46,Safdarjung Enclave,15,81,Electronic accessories,Cash,6.3
640,Female,47,Malviya Nagar,34,17,Food and beverages,Cash,8.5
641,Female,48,Malviya Nagar,34,73,Fashion accessories,Ewallet,7.5
642,Male,49,Malviya Nagar,37,26,Food and beverages,Ewallet,6.4
643,Female,50,Safdarjung Enclave,13,75,Electronic accessories,Ewallet,4.7
644,Female,49,Malviya Nagar,38,35,Electronic accessories,Ewallet,6
645,Female,48,Safdarjung Enclave,23,92,Food and beverages,Credit card,4
646,Male,47,Safdarjung Enclave,39,36,Electronic accessories,Ewallet,5.5
647,Male,46,Vasant Kunj,39,61,Home and lifestyle,Ewallet,8.7
648,Female,45,Safdarjung Enclave,39,28,Health and beauty,Cash,7.4
649,Male,44,Malviya Nagar,39,65,Fashion accessories,Cash,5.6
650,Female,43,Safdarjung Enclave,40,55,Sports and travel,Cash,6.3
651,Female,42,Safdarjung Enclave,40,47,Electronic accessories,Cash,7.1
652,Male,41,Malviya Nagar,40,42,Electronic accessories,Ewallet,7.8
653,Female,40,Malviya Nagar,40,42,Health and beauty,Cash,9.9
654,Male,51,Vasant Kunj,42,52,Home and lifestyle,Cash,7.3
655,Female,52,Malviya Nagar,42,60,Sports and travel,Ewallet,5.1
656,Male,53,Malviya Nagar,43,54,Fashion accessories,Credit card,9.4
657,Female,54,Vasant Kunj,43,60,Electronic accessories,Credit card,5.8
658,Male,55,Safdarjung Enclave,43,45,Electronic accessories,Credit card,8
659,Female,56,Vasant Kunj,43,41,Fashion accessories,Ewallet,7.9
660,Male,57,Vasant Kunj,44,50,Sports and travel,Cash,5.9
661,Female,58,Vasant Kunj,44,46,Fashion accessories,Credit card,4.9
662,Female,59,Malviya Nagar,46,51,Sports and travel,Cash,9.3
663,Female,60,Safdarjung Enclave,46,46,Sports and travel,Credit card,7.9
664,Female,39,Malviya Nagar,46,56,Fashion accessories,Credit card,5.9
665,Male,38,Safdarjung Enclave,14,55,Food and beverages,Credit card,9.9
666,Male,37,Safdarjung Enclave,47,52,Sports and travel,Cash,7.7
667,Female,36,Vasant Kunj,47,59,Fashion accessories,Ewallet,7.6
668,Female,35,Malviya Nagar,48,51,Food and beverages,Ewallet,7.7
669,Female,34,Malviya Nagar,12,59,Health and beauty,Ewallet,6.4
670,Male,33,Safdarjung Enclave,48,50,Health and beauty,Ewallet,4.4
671,Female,32,Malviya Nagar,48,48,Sports and travel,Credit card,4.1
672,Female,31,Vasant Kunj,13,59,Fashion accessories,Ewallet,4.4
673,Male,30,Malviya Nagar,48,47,Food and beverages,Cash,5.5
674,Male,61,Malviya Nagar,49,55,Health and beauty,Ewallet,4
675,Female,62,Safdarjung Enclave,49,42,Health and beauty,Credit card,9.3
676,Female,63,Vasant Kunj,50,49,Electronic accessories,Credit card,4.8
677,Male,64,Malviya Nagar,50,56,Fashion accessories,Cash,4.6
678,Female,65,Malviya Nagar,54,47,Sports and travel,Credit card,7.3
679,Male,66,Vasant Kunj,39,54,Food and beverages,Cash,6
680,Female,67,Safdarjung Enclave,54,53,Health and beauty,Ewallet,8.1
681,Male,68,Vasant Kunj,54,48,Food and beverages,Ewallet,9.4
682,Female,69,Malviya Nagar,17,52,Electronic accessories,Cash,6.5
683,Male,70,Malviya Nagar,54,42,Sports and travel,Credit card,7
684,Male,29,Safdarjung Enclave,54,51,Fashion accessories,Ewallet,7.1
685,Female,28,Vasant Kunj,54,55,Fashion accessories,Ewallet,6.6
686,Female,27,Malviya Nagar,54,41,Sports and travel,Ewallet,4.9
687,Male,26,Malviya Nagar,54,44,Home and lifestyle,Credit card,6.4
688,Female,25,Malviya Nagar,17,57,Sports and travel,Credit card,8
689,Male,24,Vasant Kunj,25,46,Home and lifestyle,Cash,4.3
690,Female,23,Safdarjung Enclave,26,58,Sports and travel,Cash,6.1
691,Female,22,Vasant Kunj,22,55,Food and beverages,Cash,7.5
692,Female,21,Safdarjung Enclave,17,60,Sports and travel,Cash,6.7
693,Female,20,Safdarjung Enclave,16,46,Food and beverages,Ewallet,5.2
694,Female,19,Vasant Kunj,18,55,Health and beauty,Cash,8.8
695,Male,18,Safdarjung Enclave,9,41,Fashion accessories,Cash,9.5
696,Female,71,Safdarjung Enclave,60,49,Food and beverages,Cash,7.6
697,Female,66,Vasant Kunj,60,40,Home and lifestyle,Cash,6.6
698,Male,65,Vasant Kunj,60,42,Sports and travel,Ewallet,6.9
699,Female,64,Malviya Nagar,26,52,Home and lifestyle,Ewallet,4.3
700,Male,63,Vasant Kunj,60,47,Electronic accessories,Credit card,7.8
701,Female,62,Safdarjung Enclave,60,50,Home and lifestyle,Ewallet,8
702,Female,61,Safdarjung Enclave,61,42,Fashion accessories,Ewallet,9.6
703,Female,60,Malviya Nagar,12,49,Food and beverages,Credit card,4.3
704,Male,31,Malviya Nagar,15,41,Fashion accessories,Credit card,5
705,Female,32,Malviya Nagar,62,48,Health and beauty,Cash,9.2
706,Male,33,Malviya Nagar,62,59,Home and lifestyle,Cash,6.3
707,Female,34,Malviya Nagar,38,55,Health and beauty,Cash,8.9
708,Male,35,Malviya Nagar,62,56,Electronic accessories,Ewallet,7.6
709,Female,36,Safdarjung Enclave,15,42,Food and beverages,Cash,4.8
710,Female,37,Safdarjung Enclave,63,50,Fashion accessories,Ewallet,9.1
711,Female,38,Vasant Kunj,63,46,Sports and travel,Ewallet,6.1
712,Female,39,Vasant Kunj,63,43,Food and beverages,Cash,9.1
713,Female,40,Safdarjung Enclave,63,48,Home and lifestyle,Ewallet,8.3
714,Male,59,Safdarjung Enclave,63,52,Electronic accessories,Ewallet,7.2
715,Female,58,Safdarjung Enclave,12,54,Health and beauty,Ewallet,6
716,Female,57,Safdarjung Enclave,64,42,Fashion accessories,Ewallet,8.5
717,Female,56,Vasant Kunj,15,46,Health and beauty,Credit card,6.6
718,Male,55,Vasant Kunj,10,48,Fashion accessories,Ewallet,4.5
719,Female,54,Vasant Kunj,11,50,Electronic accessories,Credit card,8.1
720,Female,53,Vasant Kunj,65,43,Fashion accessories,Credit card,7.2
721,Female,52,Malviya Nagar,65,59,Fashion accessories,Credit card,6.1
722,Male,51,Malviya Nagar,67,43,Fashion accessories,Cash,7.1
723,Female,50,Safdarjung Enclave,67,57,Sports and travel,Cash,5.1
724,Female,41,Malviya Nagar,67,56,Home and lifestyle,Credit card,7.9
725,Female,42,Safdarjung Enclave,67,40,Food and beverages,Cash,7.4
726,Male,43,Malviya Nagar,69,58,Food and beverages,Ewallet,7.4
727,Male,44,Safdarjung Enclave,69,91,Health and beauty,Cash,6.6
728,Female,45,Safdarjung Enclave,17,29,Home and lifestyle,Credit card,5.9
729,Female,46,Malviya Nagar,70,77,Sports and travel,Credit card,8.9
730,Male,47,Safdarjung Enclave,71,35,Fashion accessories,Ewallet,6.8
731,Female,48,Malviya Nagar,71,95,Home and lifestyle,Cash,9.3
732,Male,49,Vasant Kunj,71,11,Fashion accessories,Credit card,4.4
733,Male,50,Vasant Kunj,71,75,Health and beauty,Ewallet,4.8
734,Male,49,Vasant Kunj,71,9,Fashion accessories,Ewallet,9.5
734,Male,63,Malviya Nagar,16,73,Electronic accessories,Ewallet,8.9
735,Male,48,Malviya Nagar,71,75,Food and beverages,Ewallet,6.4
736,Male,47,Safdarjung Enclave,32,34,Health and beauty,Credit card,6
737,Male,46,Safdarjung Enclave,72,71,Home and lifestyle,Credit card,8.1
738,Male,45,Safdarjung Enclave,15,5,Electronic accessories,Ewallet,9
739,Male,44,Malviya Nagar,73,88,Electronic accessories,Ewallet,6
740,Female,43,Vasant Kunj,73,7,Home and lifestyle,Cash,9.8
741,Female,42,Safdarjung Enclave,73,73,Home and lifestyle,Cash,8.5
742,Male,41,Safdarjung Enclave,12,10,Food and beverages,Ewallet,8.8
743,Male,40,Vasant Kunj,74,72,Sports and travel,Ewallet,8.8
744,Male,51,Vasant Kunj,75,5,Home and lifestyle,Ewallet,9.5
745,Female,52,Safdarjung Enclave,75,93,Sports and travel,Credit card,5.6
746,Female,53,Safdarjung Enclave,76,40,Food and beverages,Cash,8.6
747,Female,54,Malviya Nagar,76,87,Fashion accessories,Credit card,5.2
748,Male,55,Safdarjung Enclave,25,12,Home and lifestyle,Credit card,5.8
749,Female,56,Malviya Nagar,77,97,Home and lifestyle,Credit card,8
750,Female,57,Safdarjung Enclave,77,36,Health and beauty,Cash,9
751,Male,58,Malviya Nagar,77,74,Fashion accessories,Ewallet,4.1
752,Female,59,Vasant Kunj,78,22,Food and beverages,Credit card,8.6
753,Female,60,Vasant Kunj,78,90,Electronic accessories,Ewallet,7
754,Male,39,Malviya Nagar,78,17,Home and lifestyle,Ewallet,8.4
755,Female,38,Safdarjung Enclave,78,88,Fashion accessories,Ewallet,7.4
756,Female,37,Vasant Kunj,78,20,Fashion accessories,Credit card,6.2
757,Male,36,Malviya Nagar,78,76,Electronic accessories,Ewallet,4.9
758,Female,35,Vasant Kunj,78,16,Home and lifestyle,Cash,4.5
759,Female,34,Vasant Kunj,78,89,Food and beverages,Ewallet,5.6
760,Male,33,Vasant Kunj,78,1,Food and beverages,Ewallet,8
761,Female,32,Malviya Nagar,78,78,Food and beverages,Credit card,5.6
762,Female,31,Malviya Nagar,78,40,Electronic accessories,Credit card,4.2
763,Female,30,Vasant Kunj,78,73,Fashion accessories,Ewallet,9.9
764,Male,61,Vasant Kunj,79,35,Health and beauty,Ewallet,7.6
765,Female,62,Vasant Kunj,79,83,Health and beauty,Credit card,6.6
766,Female,63,Malviya Nagar,14,5,Home and lifestyle,Ewallet,4.7
767,Female,64,Safdarjung Enclave,81,93,Fashion accessories,Credit card,9.8
768,Female,65,Malviya Nagar,85,26,Sports and travel,Cash,6.3
769,Female,66,Malviya Nagar,85,75,Electronic accessories,Cash,7.9
770,Female,67,Vasant Kunj,86,20,Home and lifestyle,Cash,7.7
771,Male,68,Malviya Nagar,86,95,Sports and travel,Ewallet,4.5
772,Male,69,Safdarjung Enclave,87,27,Health and beauty,Credit card,8
773,Female,70,Safdarjung Enclave,87,63,Sports and travel,Ewallet,5.7
774,Female,29,Safdarjung Enclave,87,13,Food and beverages,Credit card,6.3
775,Male,28,Safdarjung Enclave,87,75,Food and beverages,Cash,6
776,Female,27,Malviya Nagar,87,10,Food and beverages,Credit card,8
777,Male,26,Safdarjung Enclave,87,92,Health and beauty,Credit card,4.2
778,Female,25,Malviya Nagar,88,13,Sports and travel,Cash,9.6
779,Male,24,Safdarjung Enclave,21,86,Sports and travel,Cash,6.1
780,Female,23,Malviya Nagar,25,15,Electronic accessories,Ewallet,5.6
781,Male,22,Safdarjung Enclave,19,69,Health and beauty,Cash,8.3
782,Female,21,Vasant Kunj,18,14,Sports and travel,Ewallet,7.8
783,Male,20,Vasant Kunj,12,90,Fashion accessories,Credit card,4.1
784,Female,19,Safdarjung Enclave,16,32,Home and lifestyle,Cash,8.8
785,Female,18,Safdarjung Enclave,14,86,Health and beauty,Ewallet,4.1
786,Male,71,Vasant Kunj,98,15,Electronic accessories,Credit card,9
787,Female,69,Safdarjung Enclave,98,88,Electronic accessories,Ewallet,5.5
788,Male,70,Safdarjung Enclave,99,39,Health and beauty,Credit card,9.3
789,Female,29,Safdarjung Enclave,99,97,Health and beauty,Credit card,5.6
790,Male,28,Vasant Kunj,101,24,Sports and travel,Ewallet,9.7
791,Female,27,Vasant Kunj,101,68,Fashion accessories,Credit card,4
792,Male,57,Safdarjung Enclave,103,17,Health and beauty,Credit card,9.2
793,Female,25,Malviya Nagar,60,85,Home and lifestyle,Credit card,4.9
794,Female,44,Vasant Kunj,103,23,Electronic accessories,Credit card,9.3
795,Female,31,Vasant Kunj,60,69,Electronic accessories,Credit card,6.6
796,Male,22,Malviya Nagar,20,8,Fashion accessories,Ewallet,4.3
797,Male,21,Safdarjung Enclave,20,91,Home and lifestyle,Cash,5.5
798,Female,26,Vasant Kunj,63,16,Sports and travel,Cash,8.1
799,Female,19,Malviya Nagar,12,79,Health and beauty,Credit card,9.8
800,Female,46,Safdarjung Enclave,126,28,Home and lifestyle,Credit card,8.9
